"tournament","year","gender","match_num","date","winning_team","w_rank","losing_team","l_rank","score","duration","round","sub_round"
"Huntington Beach Open",2016,"W","59","May 5 - May 8","Katie Jameson/Tracy Jones","15, Q19","Jeannette Hecker/Stephanie Scheele","Q22","21-15, 21-13","0:34","Qualifier Bracket","Round 4"
"Huntington Beach Open",2016,"W","60","May 5 - May 8","Ali McColloch/Kelly Reeves","13, Q2","Jane Chafeh/Meaghan Wheeler","Q23","21-19, 21-16","0:35","Qualifier Bracket","Round 4"
"Huntington Beach Open",2016,"W","1","May 5 - May 8","April Ross/Kerri Walsh Jennings","1","Avery Bush/Carol Welcher","16, Q20","21-4, 21-10","0:30","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","2","May 5 - May 8","Christal Engle/Jessica Stubinski","9","Caitlin Ledoux/Irene Pollock","8","24-26, 21-18, 15-10","0:58","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","3","May 5 - May 8","Angela Bensend/Geena Urango","5","Branagan Fuller/Kerri Schuh","12","21-13, 25-23","0:37","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","4","May 5 - May 8","Ali McColloch/Kelly Reeves","13, Q2","Amanda Dowdy/Emily Stockman","4","17-21, 21-19, 15-12","0:59","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","5","May 5 - May 8","Betsi Flint/Kelley Larsen","3","Claire Smalzer/Taylor Nutterfield","14, Q8","21-13, 21-16","0:32","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","6","May 5 - May 8","Lane Carico/Summer Ross","6","Janelle Allen/Sarah Day","11","35-33, 21-14","0:46","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","7","May 5 - May 8","Sheila Shaw/Whitney Pavlik","7","Lynne Galli/Tealle Hunkus","10","21-10, 21-11","0:35","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","8","May 5 - May 8","Kendra VanZwieten/Kim DiCello","2","Katie Jameson/Tracy Jones","15, Q19","21-14, 23-21","0:38","Winner's Bracket","Round 1"
"Huntington Beach Open",2016,"W","9","May 5 - May 8","April Ross/Kerri Walsh Jennings","1","Christal Engle/Jessica Stubinski","9","21-7, 21-8","0:29","Winner's Bracket","Round 2"
"Huntington Beach Open",2016,"W","10","May 5 - May 8","Angela Bensend/Geena Urango","5","Ali McColloch/Kelly Reeves","13, Q2","25-23, 21-18","0:38","Winner's Bracket","Round 2"
"Huntington Beach Open",2016,"W","11","May 5 - May 8","Lane Carico/Summer Ross","6","Betsi Flint/Kelley Larsen","3","21-18, 21-17","0:36","Winner's Bracket","Round 2"
"Huntington Beach Open",2016,"W","12","May 5 - May 8","Kendra VanZwieten/Kim DiCello","2","Sheila Shaw/Whitney Pavlik","7","21-18, 21-18","0:40","Winner's Bracket","Round 2"
"Huntington Beach Open",2016,"W","13","May 5 - May 8","April Ross/Kerri Walsh Jennings","1","Angela Bensend/Geena Urango","5","21-14, 21-14","0:38","Winner's Bracket","Round 3"
"Huntington Beach Open",2016,"W","14","May 5 - May 8","Lane Carico/Summer Ross","6","Kendra VanZwieten/Kim DiCello","2","19-21, 21-16, 15-11","0:51","Winner's Bracket","Round 3"
"Huntington Beach Open",2016,"W","15","May 5 - May 8","Katie Jameson/Tracy Jones","15, Q19","Lynne Galli/Tealle Hunkus","10","16-21, 21-19, 15-13","0:56","Contender's Bracket","Round 1"
"Huntington Beach Open",2016,"W","16","May 5 - May 8","Janelle Allen/Sarah Day","11","Claire Smalzer/Taylor Nutterfield","14, Q8","21-18, 21-9","0:40","Contender's Bracket","Round 1"
"Huntington Beach Open",2016,"W","17","May 5 - May 8","Amanda Dowdy/Emily Stockman","4","Branagan Fuller/Kerri Schuh","12","21-18, 21-12","0:35","Contender's Bracket","Round 1"
"Huntington Beach Open",2016,"W","18","May 5 - May 8","Caitlin Ledoux/Irene Pollock","8","Avery Bush/Carol Welcher","16, Q20","21-19, 21-16","0:40","Contender's Bracket","Round 1"
"Huntington Beach Open",2016,"W","19","May 5 - May 8","Ali McColloch/Kelly Reeves","13, Q2","Katie Jameson/Tracy Jones","15, Q19","21-15, 21-19","0:41","Contender's Bracket","Round 2"
"Huntington Beach Open",2016,"W","20","May 5 - May 8","Christal Engle/Jessica Stubinski","9","Janelle Allen/Sarah Day","11","21-18, 16-21, 15-12","0:48","Contender's Bracket","Round 2"
"Huntington Beach Open",2016,"W","21","May 5 - May 8","Sheila Shaw/Whitney Pavlik","7","Amanda Dowdy/Emily Stockman","4","24-22, 19-21, 15-10","1:04","Contender's Bracket","Round 2"
"Huntington Beach Open",2016,"W","22","May 5 - May 8","Betsi Flint/Kelley Larsen","3","Caitlin Ledoux/Irene Pollock","8","21-19, 21-14","0:36","Contender's Bracket","Round 2"
"Huntington Beach Open",2016,"W","23","May 5 - May 8","Ali McColloch/Kelly Reeves","13, Q2","Christal Engle/Jessica Stubinski","9","21-19, 21-14","0:36","Contender's Bracket","Round 3"
"Huntington Beach Open",2016,"W","24","May 5 - May 8","Sheila Shaw/Whitney Pavlik","7","Betsi Flint/Kelley Larsen","3","21-19, 21-19","0:40","Contender's Bracket","Round 3"
"Huntington Beach Open",2016,"W","25","May 5 - May 8","Kendra VanZwieten/Kim DiCello","2","Ali McColloch/Kelly Reeves","13, Q2","21-14, 22-20","0:39","Contender's Bracket","Round 4"
"Huntington Beach Open",2016,"W","26","May 5 - May 8","Angela Bensend/Geena Urango","5","Sheila Shaw/Whitney Pavlik","7","21-17, 21-12","0:42","Contender's Bracket","Round 4"
"Huntington Beach Open",2016,"W","27","May 5 - May 8","April Ross/Kerri Walsh Jennings","1","Kendra VanZwieten/Kim DiCello","2","21-18, 21-12","0:40","Semifinals",
"Huntington Beach Open",2016,"W","28","May 5 - May 8","Angela Bensend/Geena Urango","5","Lane Carico/Summer Ross","6","25-23, 21-16","0:35","Semifinals",
"Huntington Beach Open",2016,"W","29","May 5 - May 8","April Ross/Kerri Walsh Jennings","1","Angela Bensend/Geena Urango","5","21-13, 21-16","0:55","Finals",
"New Orleans Open",2016,"W","2","Apr 14 - Apr 17","Agnieszka Pregowska/Christina Vucich","Q17","Jennifer Dalhausser/Leah Hinkey","Q16","11-9, 11-9","0:24","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","3","Apr 14 - Apr 17","Ashley Robert/Lainy Thomas","Q24","Carol Welcher/Michelle Iafigliola","Q9","11-7, 11-9","0:18","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","4","Apr 14 - Apr 17","Bree Scarbrough/Brittany Tiegs","15, Q25","Amber Walker/Leah DeKok","Q8","8-11, 12-10, 7-5","0:30","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","6","Apr 14 - Apr 17","Stephanie Scheele/Terri Del Conte","Q12","Amanda Alles/Champagne Ashley","Q21","11-8, 11-4","0:15","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","7","Apr 14 - Apr 17","Kyra Lancon/Lindsey Shepard","Q13","Cecilia Agraz/Jennifer Henderson","Q20","11-7, 11-5","0:18","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","10","Apr 14 - Apr 17","Jessica Mendoza/Sarah Mendoza","Q19","Francesca Goncalves/Taylor Bradley","Q14","10-12, 11-8, 7-5","0:29","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","11","Apr 14 - Apr 17","Kelcie Randazzo/Lauren Sieckmann","Q22","Camie Manwill/Katherine Wanket","Q11","7-11, 12-10, 15-13","0:37","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","12","Apr 14 - Apr 17","Claire Smalzer/Erika Rodriguez","Q6","Amber Hall/Paula Lacey","Q27","11-6, 11-6","0:17","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","13","Apr 14 - Apr 17","Brook Bauer/Madison Fitzpatrick","16, Q26","Brandi Tenlen/Diana Gordon","Q7","11-9, 11-9","0:24","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","14","Apr 14 - Apr 17","Meghan Mannari/Taylor Nyquist","Q10","Adelle Buede/Noelle Bay","Q23","11-4, 11-7","0:16","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","15","Apr 14 - Apr 17","Lauren Dickson/Lindsay Rosenthal","Q18","Kelly Wood/Sarah Roberts","Q15","12-10, 11-7","0:18","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"W","17","Apr 14 - Apr 17","Julie Kolinske/Tiffany Marinos","Q1","Agnieszka Pregowska/Christina Vucich","Q17","12-10, 11-6","0:24","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","18","Apr 14 - Apr 17","Bree Scarbrough/Brittany Tiegs","15, Q25","Ashley Robert/Lainy Thomas","Q24","11-5, 6-11, 7-3","0:25","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","19","Apr 14 - Apr 17","Courtney Trevino/Taylor Nutterfield","Q5","Stephanie Scheele/Terri Del Conte","Q12","11-8, 13-11","0:23","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","20","Apr 14 - Apr 17","Aurora Davis/Traci Weamer","14, Q4","Kyra Lancon/Lindsey Shepard","Q13","11-9, 11-3","0:18","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","21","Apr 14 - Apr 17","Kristine Monforte/Traci Morin","13, Q3","Jessica Mendoza/Sarah Mendoza","Q19","4-11, 11-8, 7-5","0:31","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","22","Apr 14 - Apr 17","Claire Smalzer/Erika Rodriguez","Q6","Kelcie Randazzo/Lauren Sieckmann","Q22","11-6, 11-9","0:17","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","23","Apr 14 - Apr 17","Brook Bauer/Madison Fitzpatrick","16, Q26","Meghan Mannari/Taylor Nyquist","Q10","11-9, 11-9","0:24","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","24","Apr 14 - Apr 17","Lauren Dickson/Lindsay Rosenthal","Q18","Jessica Sykora/Meg Dawson","Q2","11-7, 4-11, 9-7","0:25","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"W","25","Apr 14 - Apr 17","Bree Scarbrough/Brittany Tiegs","15, Q25","Julie Kolinske/Tiffany Marinos","Q1","11-7, 11-5","0:24","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"W","26","Apr 14 - Apr 17","Aurora Davis/Traci Weamer","14, Q4","Courtney Trevino/Taylor Nutterfield","Q5","15-13, 11-8","0:26","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"W","27","Apr 14 - Apr 17","Kristine Monforte/Traci Morin","13, Q3","Claire Smalzer/Erika Rodriguez","Q6","11-2, 12-10","0:22","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"W","28","Apr 14 - Apr 17","Brook Bauer/Madison Fitzpatrick","16, Q26","Lauren Dickson/Lindsay Rosenthal","Q18","11-9, 11-9","0:17","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"W","1","Apr 14 - Apr 17","Kendra VanZwieten/Kim DiCello","1","Brook Bauer/Madison Fitzpatrick","16, Q26","21-14, 21-19","0:32","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","2","Apr 14 - Apr 17","Janelle Allen/Megan Wallin-Brockway","9","Briana Hinga/Sarah Day","8","21-12, 23-21","0:38","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","3","Apr 14 - Apr 17","Sheila Shaw/Whitney Pavlik","5","Branagan Fuller/Kerri Schuh","12","21-19, 13-21, 15-8","0:48","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","4","Apr 14 - Apr 17","Angela Bensend/Geena Urango","4","Kristine Monforte/Traci Morin","13, Q3","21-15, 21-10","0:29","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","5","Apr 14 - Apr 17","Amanda Dowdy/Emily Stockman","3","Aurora Davis/Traci Weamer","14, Q4","21-13, 21-12","0:35","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","6","Apr 14 - Apr 17","Caitlin Ledoux/Irene Pollock","6","Amanda Wiggins/Dana Fiume","11","22-20, 23-21","0:43","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","7","Apr 14 - Apr 17","Lisa Fitzgerald/Lynne Galli","10","Jessica Stubinski/Kelly Schumacher","7","11-21, 21-18, 15-10","0:54","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","8","Apr 14 - Apr 17","Jenny Kropp/Misty May-Treanor","2","Bree Scarbrough/Brittany Tiegs","15, Q25","21-17, 21-13","0:33","Winner's Bracket","Round 1"
"New Orleans Open",2016,"W","9","Apr 14 - Apr 17","Kendra VanZwieten/Kim DiCello","1","Janelle Allen/Megan Wallin-Brockway","9","20-22, 21-18, 15-12","0:50","Winner's Bracket","Round 2"
"New Orleans Open",2016,"W","10","Apr 14 - Apr 17","Angela Bensend/Geena Urango","4","Sheila Shaw/Whitney Pavlik","5","24-22, 21-16","0:41","Winner's Bracket","Round 2"
"New Orleans Open",2016,"W","11","Apr 14 - Apr 17","Amanda Dowdy/Emily Stockman","3","Caitlin Ledoux/Irene Pollock","6","21-15, 21-11","0:34","Winner's Bracket","Round 2"
"New Orleans Open",2016,"W","12","Apr 14 - Apr 17","Jenny Kropp/Misty May-Treanor","2","Lisa Fitzgerald/Lynne Galli","10","Forfeit or other",,"Winner's Bracket","Round 2"
"New Orleans Open",2016,"W","13","Apr 14 - Apr 17","Angela Bensend/Geena Urango","4","Kendra VanZwieten/Kim DiCello","1","19-21, 21-15, 15-12","0:52","Winner's Bracket","Round 3"
"New Orleans Open",2016,"W","14","Apr 14 - Apr 17","Jenny Kropp/Misty May-Treanor","2","Amanda Dowdy/Emily Stockman","3","21-15, 11-21, 15-8","0:48","Winner's Bracket","Round 3"
"New Orleans Open",2016,"W","15","Apr 14 - Apr 17","Bree Scarbrough/Brittany Tiegs","15, Q25","Jessica Stubinski/Kelly Schumacher","7","19-21, 30-28, 15-12","1:01","Contender's Bracket","Round 1"
"New Orleans Open",2016,"W","16","Apr 14 - Apr 17","Amanda Wiggins/Dana Fiume","11","Aurora Davis/Traci Weamer","14, Q4","21-19, 21-18","0:38","Contender's Bracket","Round 1"
"New Orleans Open",2016,"W","17","Apr 14 - Apr 17","Branagan Fuller/Kerri Schuh","12","Kristine Monforte/Traci Morin","13, Q3","21-17, 21-12","0:37","Contender's Bracket","Round 1"
"New Orleans Open",2016,"W","18","Apr 14 - Apr 17","Brook Bauer/Madison Fitzpatrick","16, Q26","Briana Hinga/Sarah Day","8","21-15, 21-18","0:33","Contender's Bracket","Round 1"
"New Orleans Open",2016,"W","19","Apr 14 - Apr 17","Bree Scarbrough/Brittany Tiegs","15, Q25","Sheila Shaw/Whitney Pavlik","5","21-19, 16-21, 15-11","0:55","Contender's Bracket","Round 2"
"New Orleans Open",2016,"W","20","Apr 14 - Apr 17","Janelle Allen/Megan Wallin-Brockway","9","Amanda Wiggins/Dana Fiume","11","21-12, 21-10","0:28","Contender's Bracket","Round 2"
"New Orleans Open",2016,"W","21","Apr 14 - Apr 17","Branagan Fuller/Kerri Schuh","12","Lisa Fitzgerald/Lynne Galli","10","Forfeit or other",,"Contender's Bracket","Round 2"
"New Orleans Open",2016,"W","22","Apr 14 - Apr 17","Caitlin Ledoux/Irene Pollock","6","Brook Bauer/Madison Fitzpatrick","16, Q26","21-10, 19-21, 15-11","0:45","Contender's Bracket","Round 2"
"New Orleans Open",2016,"W","23","Apr 14 - Apr 17","Janelle Allen/Megan Wallin-Brockway","9","Bree Scarbrough/Brittany Tiegs","15, Q25","21-14, 20-22, 15-13","0:47","Contender's Bracket","Round 3"
"New Orleans Open",2016,"W","24","Apr 14 - Apr 17","Caitlin Ledoux/Irene Pollock","6","Branagan Fuller/Kerri Schuh","12","21-15, 21-19","0:36","Contender's Bracket","Round 3"
"New Orleans Open",2016,"W","25","Apr 14 - Apr 17","Amanda Dowdy/Emily Stockman","3","Janelle Allen/Megan Wallin-Brockway","9","21-17, 21-13","0:36","Contender's Bracket","Round 4"
"New Orleans Open",2016,"W","26","Apr 14 - Apr 17","Kendra VanZwieten/Kim DiCello","1","Caitlin Ledoux/Irene Pollock","6","21-13, 21-15","0:32","Contender's Bracket","Round 4"
"New Orleans Open",2016,"W","27","Apr 14 - Apr 17","Angela Bensend/Geena Urango","4","Amanda Dowdy/Emily Stockman","3","21-11, 21-15","0:34","Semifinals",
"New Orleans Open",2016,"W","28","Apr 14 - Apr 17","Kendra VanZwieten/Kim DiCello","1","Jenny Kropp/Misty May-Treanor","2","21-17, 21-16","0:42","Semifinals",
"New Orleans Open",2016,"W","29","Apr 14 - Apr 17","Kendra VanZwieten/Kim DiCello","1","Angela Bensend/Geena Urango","4","21-19, 19-21, 15-13","1:00","Finals",
"New Orleans Open",2016,"M","2","Apr 14 - Apr 17","Derek Zimmerman/Joey Keener","Q32","Brian Marsh/Tyler Machie-Marsh","Q33","13-11, 11-6","0:25","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","6","Apr 14 - Apr 17","Bobby Jones/Nicholas Hillstrom","Q24","Matt West/Wade Ellis","Q41","11-6, 11-5","0:23","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","7","Apr 14 - Apr 17","Kent Ammons/William Chenoweth","Q40","Jay Johnson/Romeo Garcia","Q25","11-9, 11-9","0:22","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","10","Apr 14 - Apr 17","Evan Darr/Jordan Gladstone","Q28","Ian Gilroy/Judd Smith","Q37","11-9, 11-7","0:26","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","15","Apr 14 - Apr 17","Bryce Powers/James Donegan","Q29","Eugemir Guedes/Shane Welch","Q36","11-7, 11-8","0:25","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","18","Apr 14 - Apr 17","Alex Padilla/Szymon Tralka","Q30","Austin Martinez/Jordan Merceron","Q35","11-8, 8-11, 7-2","0:28","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","23","Apr 14 - Apr 17","Evan Cory/John Hamilton","Q27","Jacob Hillman/Roger Parent","Q38","8-11, 11-9, 7-5","0:25","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","26","Apr 14 - Apr 17","Brent Dilts/Jody Pigford","Q39","Chris Fleming/Daniel Kirkpatrick","Q26","11-8, 9-11, 7-5","0:21","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","31","Apr 14 - Apr 17","Corey Stansell/Elias Aparcedo","Q34","Jeremiah Dellas/Silvio Azevedo","Q31","11-8, 11-3","0:20","Qualifier Bracket","Round 1"
"New Orleans Open",2016,"M","33","Apr 14 - Apr 17","Ed Ratledge/Ty Loomis","13, Q1","Derek Zimmerman/Joey Keener","Q32","11-2, 11-7","0:23","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","34","Apr 14 - Apr 17","Christian Honer/Jonathan Alvarez","Q16","Daniel Lindsey/Tim Wooliver","Q17","5-11, 12-10, 8-6","0:25","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","35","Apr 14 - Apr 17","Andrew Dentler/Gregg Weaver","Q9","Bobby Jones/Nicholas Hillstrom","Q24","11-8, 11-6","0:19","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","36","Apr 14 - Apr 17","Kent Ammons/William Chenoweth","Q40","Mark Van Zwieten/Steve Van Zwieten","Q8","11-7, 11-9","0:20","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","37","Apr 14 - Apr 17","Brian Tillman/Jonathan Rogers","Q5","Evan Darr/Jordan Gladstone","Q28","11-9, 11-8","0:19","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","38","Apr 14 - Apr 17","Jorge Martinez/Kevin Lynch","Q12","Bryan Wolfe/Kasey Hall","Q21","11-5, 11-7","0:18","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","39","Apr 14 - Apr 17","Raffe Paulis/Skylar DelSol","16, Q13","Drew Pitlik/Gary Barnes","Q20","11-7, 11-1","0:18","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","40","Apr 14 - Apr 17","Jake Rosener/Shane Donohue","Q4","Bryce Powers/James Donegan","Q29","11-7, 11-6","0:25","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","41","Apr 14 - Apr 17","Adam Cabbage/Alejandro Parra","15, Q3","Alex Padilla/Szymon Tralka","Q30","11-8, 11-5","0:16","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","42","Apr 14 - Apr 17","Matt Blanke/Shane Sigg","Q14","Chris McDonald/Travis Mewhirter","Q19","11-8, 7-11, 7-4","0:27","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","43","Apr 14 - Apr 17","Marc Fornaciari/Michael Harrison","Q11","Francisco Quesada-Paneque/Troy Schlicker","Q22","11-8, 11-6","0:20","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","44","Apr 14 - Apr 17","Ian Satterfield/Riley McKibbin","Q6","Evan Cory/John Hamilton","Q27","11-9, 11-6","0:23","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","45","Apr 14 - Apr 17","Chase Frishman/Michael Brunsting","Q7","Brent Dilts/Jody Pigford","Q39","11-4, 11-5","0:17","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","46","Apr 14 - Apr 17","Chris Luers/Jonathan Drake","Q10","Eric Khozindar/Mike Fiorentino","Q23","11-5, 11-4","0:15","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","47","Apr 14 - Apr 17","Juan Beltran/Zack Kweder","Q18","Dillan Bennett/Mike Stewart","Q15","11-8, 11-6","0:19","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","48","Apr 14 - Apr 17","Adam Roberts/Marty Lorenz","14, Q2","Corey Stansell/Elias Aparcedo","Q34","11-5, 11-6","0:15","Qualifier Bracket","Round 2"
"New Orleans Open",2016,"M","49","Apr 14 - Apr 17","Ed Ratledge/Ty Loomis","13, Q1","Christian Honer/Jonathan Alvarez","Q16","11-7, 11-7","0:18","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"M","50","Apr 14 - Apr 17","Andrew Dentler/Gregg Weaver","Q9","Kent Ammons/William Chenoweth","Q40","14-12, 11-9","0:26","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"M","51","Apr 14 - Apr 17","Brian Tillman/Jonathan Rogers","Q5","Jorge Martinez/Kevin Lynch","Q12","17-15, 12-10","0:29","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"M","52","Apr 14 - Apr 17","Raffe Paulis/Skylar DelSol","16, Q13","Jake Rosener/Shane Donohue","Q4","12-10, 14-16, 11-9","0:41","Qualifier Bracket","Round 3"
"New Orleans Open",2016,"M","53","Apr 14 - Apr 17","Adam Cabbage/Alejandro Parra","15, Q3","Matt Blanke/Shane Sigg","Q14","11-7, 11-7","0:20","Qualifier Bracket","Round 3"
